-9.5e-08	1.33	6.96887e-07	6.95488e-07	6.56817e-07	6.57503e-07	6.56011e-07
-9.5e-08	1.34	6.96988e-07	6.95589e-07	6.56885e-07	6.5757e-07	6.56078e-07
-9.5e-08	1.35	6.97089e-07	6.95689e-07	6.56952e-07	6.57638e-07	6.56145e-07
-1e-07	1.33	6.96925e-07	6.95526e-07	6.5684e-07	6.57525e-07	6.56033e-07
-1e-07	1.34	6.97014e-07	6.95614e-07	6.56896e-07	6.57581e-07	6.56089e-07
-1e-07	1.35	6.97089e-07	6.95689e-07	6.56952e-07	6.57638e-07	6.56145e-07
-1.05e-07	1.33	6.96963e-07	6.95551e-07	6.56862e-07	6.57548e-07	6.56055e-07
-1.05e-07	1.34	6.97026e-07	6.95627e-07	6.56907e-07	6.57593e-07	6.561e-07
-1.05e-07	1.35	6.97089e-07	6.95689e-07	6.56952e-07	6.57638e-07	6.56145e-07
-9e-08	1.33	6.96723e-07	6.95325e-07	6.56694e-07	6.57379e-07	6.55888e-07
-9e-08	1.34	6.96849e-07	6.9545e-07	6.56784e-07	6.57469e-07	6.55977e-07
-9e-08	1.35	6.97001e-07	6.95601e-07	6.56874e-07	6.57559e-07	6.56067e-07
-1.1e-07	1.33	6.96976e-07	6.95576e-07	6.56874e-07	6.57559e-07	6.56078e-07
-1.1e-07	1.34	6.97039e-07	6.95639e-07	6.56918e-07	6.57593e-07	6.56111e-07
-1.1e-07	1.35	6.97089e-07	6.95689e-07	6.56952e-07	6.57638e-07	6.56145e-07
-1.15e-07	1.33	6.97001e-07	6.95601e-07	6.56896e-07	6.5757e-07	6.56089e-07
-1.15e-07	1.34	6.97052e-07	6.95639e-07	6.56918e-07	6.57604e-07	6.56123e-07
-1.15e-07	1.35	6.97089e-07	6.95689e-07	6.56952e-07	6.57638e-07	6.56145e-07
-1.2e-07	1.33	6.97014e-07	6.95614e-07	6.56907e-07	6.57581e-07	6.561e-07
-1.2e-07	1.34	6.97052e-07	6.95652e-07	6.5693e-07	6.57604e-07	6.56123e-07
-1.2e-07	1.35	6.97089e-07	6.95689e-07	6.56952e-07	6.57638e-07	6.56145e-07
-1.25e-07	1.33	6.97026e-07	6.95627e-07	6.56918e-07	6.57593e-07	6.56111e-07
-1.25e-07	1.34	6.97064e-07	6.95664e-07	6.5693e-07	6.57615e-07	6.56134e-07
-1.25e-07	1.35	6.97089e-07	6.95689e-07	6.56952e-07	6.57638e-07	6.56145e-07
-1.3e-07	1.33	6.97039e-07	6.95639e-07	6.56918e-07	6.57604e-07	6.56111e-07
-1.3e-07	1.34	6.97064e-07	6.95664e-07	6.56941e-07	6.57615e-07	6.56134e-07
-1.3e-07	1.35	6.97089e-07	6.95689e-07	6.56952e-07	6.57638e-07	6.56145e-07
